t,x1,y1,z1,x2,y2,z2
36.8,17.9212,9.77669,421.175,32.4565,31.4019,-216.887
36.8125,18.1223,10.0131,421.333,32.7521,31.8086,-216.982
36.825,18.3304,10.2433,421.491,33.0598,32.2062,-217.078
36.8375,18.5453,10.4671,421.649,33.3793,32.5944,-217.174
36.85,18.7669,10.6844,421.807,33.7103,32.9727,-217.269
36.8625,18.9949,10.8948,421.965,34.0526,33.341,-217.365
36.875,19.2291,11.0984,422.124,34.4058,33.6987,-217.46
36.8875,19.4694,11.2948,422.282,34.7696,34.0457,-217.556
36.9,19.7155,11.4839,422.44,35.1436,34.3816,-217.652
36.9125,19.9671,11.6655,422.598,35.5277,34.706,-217.747
36.925,20.2241,11.8394,422.756,35.9213,35.0188,-217.843
36.9375,20.4862,12.0055,422.915,36.3241,35.3195,-217.939
36.95,20.7532,12.1637,423.073,36.7358,35.608,-218.034
36.9625,21.0248,12.3137,423.231,37.156,35.884,-218.13
36.975,21.3008,12.4556,423.389,37.5843,36.1473,-218.226
36.9875,21.581,12.589,423.547,38.0204,36.3975,-218.321
37,21.865,12.7139,423.706,38.4638,36.6344,-218.417
37.0125,22.1527,12.8303,423.864,38.9141,36.858,-218.512
37.025,22.4437,12.9379,424.022,39.3709,37.0678,-218.608
37.0375,22.7379,13.0368,424.18,39.8338,37.2639,-218.704
37.05,23.0349,13.1267,424.338,40.3025,37.4459,-218.799
37.0625,23.3345,13.2076,424.497,40.7764,37.6137,-218.895
37.075,23.6363,13.2795,424.655,41.2551,37.7672,-218.991
37.0875,23.9402,13.3423,424.813,41.7382,37.9062,-219.086
37.1,24.2459,13.3959,424.971,42.2253,38.0306,-219.182
37.1125,24.553,13.4403,425.13,42.716,38.1403,-219.278
37.125,24.8613,13.4755,425.288,43.2097,38.2352,-219.373
37.1375,25.1706,13.5013,425.446,43.706,38.3152,-219.469
37.15,25.4805,13.5178,425.604,44.2045,38.3802,-219.565
37.1625,25.7907,13.525,425.762,44.7048,38.4302,-219.66
37.175,26.101,13.5228,425.921,45.2063,38.4651,-219.756
37.1875,26.4111,13.5113,426.079,45.7086,38.4849,-219.852
37.2,26.7207,13.4905,426.237,46.2113,38.4895,-219.947
37.2125,27.0296,13.4604,426.395,46.714,38.4791,-220.043
37.225,27.3374,13.421,426.554,47.216,38.4535,-220.139
37.2375,27.6438,13.3723,426.712,47.7171,38.4128,-220.234
37.25,27.9487,13.3145,426.87,48.2168,38.3571,-220.33
37.2625,28.2517,13.2475,427.028,48.7145,38.2863,-220.426
37.275,28.5525,13.1714,427.186,49.2099,38.2006,-220.521
37.2875,28.851,13.0863,427.345,49.7025,38.1001,-220.617
37.3,29.1467,12.9922,427.503,50.1918,37.9847,-220.713
37.3125,29.4394,12.8893,427.661,50.6774,37.8547,-220.808
37.325,29.729,12.7776,427.819,51.1589,37.7101,-220.904
37.3375,30.015,12.6573,427.978,51.6359,37.5511,-221
37.35,30.2973,12.5284,428.136,52.1078,37.3779,-221.095
37.3625,30.5756,12.3911,428.294,52.5743,37.1905,-221.191
37.375,30.8496,12.2455,428.452,53.0349,36.9891,-221.287
37.3875,31.1191,12.0917,428.611,53.4893,36.774,-221.382
37.4,31.3838,11.9298,428.769,53.937,36.5453,-221.478
37.4125,31.6436,11.7601,428.927,54.3777,36.3032,-221.574
37.425,31.8982,11.5826,429.085,54.8108,36.048,-221.669
37.4375,32.1472,11.3975,429.243,55.236,35.7799,-221.765
37.45,32.3907,11.205,429.402,55.653,35.499,-221.861
37.4625,32.6282,11.0053,429.56,56.0614,35.2058,-221.956
37.475,32.8595,10.7985,429.718,56.4608,34.9004,-222.052
37.4875,33.0846,10.5849,429.876,56.8507,34.5831,-222.148
37.5,33.3031,10.3645,430.035,57.231,34.2543,-222.244
37.5125,33.5149,10.1377,430.193,57.6012,33.9141,-222.339
37.525,33.7198,9.90468,430.351,57.961,33.563,-222.435
37.5375,33.9176,9.66555,430.509,58.31,33.2012,-222.531
37.55,34.108,9.42058,430.668,58.648,32.829,-222.626
37.5625,34.2911,9.16998,430.826,58.9747,32.4469,-222.722
37.575,34.4665,8.914,430.984,59.2897,32.0551,-222.818
37.5875,34.6341,8.65284,431.143,59.5928,31.6539,-222.913
37.6,34.7938,8.38677,431.301,59.8836,31.2439,-223.009
37.6125,34.9454,8.11601,431.459,60.162,30.8253,-223.105
37.625,35.0888,7.84081,431.617,60.4277,30.3985,-223.201
37.6375,35.2238,7.56142,431.776,60.6804,29.9639,-223.296
37.65,35.3504,7.27809,431.934,60.9199,29.5218,-223.392
37.6625,35.4684,6.99108,432.092,61.146,29.0728,-223.488
37.675,35.5777,6.70065,432.25,61.3585,28.6172,-223.583
37.6875,35.6782,6.40706,432.409,61.5572,28.1554,-223.679
37.7,35.7698,6.11058,432.567,61.7419,27.6878,-223.775
37.7125,35.8525,5.81148,432.725,61.9124,27.2149,-223.87
37.725,35.9261,5.51003,432.883,62.0686,26.737,-223.966
37.7375,35.9906,5.20649,433.042,62.2104,26.2547,-224.062
37.75,36.046,4.90116,433.2,62.3376,25.7683,-224.158
37.7625,36.0921,4.59429,433.358,62.4501,25.2783,-224.253
37.775,36.129,4.28617,433.516,62.5478,24.7852,-224.349
37.7875,36.1566,3.97709,433.675,62.6307,24.2893,-224.445
37.8,36.1749,3.66731,433.833,62.6985,23.7912,-224.541
37.8125,36.1838,3.35713,433.991,62.7514,23.2912,-224.636
37.825,36.1835,3.04681,434.15,62.7891,22.7899,-224.732
37.8375,36.1737,2.73665,434.308,62.8118,22.2877,-224.828
37.85,36.1547,2.42692,434.466,62.8194,21.785,-224.923
37.8625,36.1263,2.1179,434.624,62.8118,21.2823,-225.019
37.875,36.0887,1.80988,434.783,62.7891,20.7801,-225.115
37.8875,36.0418,1.50313,434.941,62.7513,20.2788,-225.211
37.9,35.9857,1.19793,435.099,62.6984,19.7789,-225.306
37.9125,35.9204,0.894554,435.258,62.6305,19.2807,-225.402
37.925,35.846,0.593281,435.416,62.5476,18.7849,-225.498
37.9375,35.7626,0.294384,435.574,62.4499,18.2917,-225.594
37.95,35.6703,-0.00186887,435.732,62.3374,17.8017,-225.689
37.9625,35.569,-0.295208,435.891,62.2101,17.3154,-225.785
37.975,35.459,-0.585368,436.049,62.0683,16.833,-225.881
37.9875,35.3403,-0.872085,436.207,61.9121,16.3552,-225.976
38,35.213,-1.1551,436.366,61.7415,15.8823,-226.072
38.0125,35.0773,-1.43416,436.524,61.5568,15.4147,-226.168
38.025,34.9332,-1.70901,436.682,61.3581,14.9529,-226.264
38.0375,34.781,-1.97939,436.841,61.1455,14.4973,-226.359
38.05,34.6206,-2.24508,436.999,60.9194,14.0483,-226.455
38.0625,34.4524,-2.50581,437.157,60.6799,13.6063,-226.551
38.075,34.2763,-2.76137,437.315,60.4271,13.1717,-226.647
38.0875,34.0927,-3.01151,437.474,60.1614,12.7449,-226.742
38.1,33.9016,-3.25601,437.632,59.883,12.3263,-226.838
38.1125,33.7032,-3.49465,437.79,59.5921,11.9163,-226.934
38.125,33.4978,-3.72722,437.949,59.289,11.5152,-227.03
38.1375,33.2854,-3.95349,438.107,58.974,11.1234,-227.125
38.15,33.0664,-4.17328,438.265,58.6473,10.7413,-227.221
38.1625,32.8408,-4.38637,438.424,58.3093,10.3692,-227.317
38.175,32.6089,-4.59257,438.582,57.9602,10.0074,-227.413
38.1875,32.3709,-4.79171,438.74,57.6004,9.65626,-227.508
38.2,32.127,-4.98359,438.898,57.2302,9.31613,-227.604
38.2125,31.8775,-5.16805,439.057,56.8499,8.98729,-227.7
38.225,31.6225,-5.34491,439.215,56.4599,8.67005,-227.796
38.2375,31.3623,-5.51402,439.373,56.0606,8.36468,-227.891
38.25,31.0971,-5.67522,439.532,55.6522,8.07148,-227.987
38.2625,30.8272,-5.82837,439.69,55.2352,7.79069,-228.083
38.275,30.5529,-5.97333,439.848,54.8099,7.52258,-228.179
38.2875,30.2742,-6.10997,440.007,54.3768,7.26739,-228.275
38.3,29.9916,-6.23816,440.165,53.9361,7.02535,-228.37
38.3125,29.7053,-6.35779,440.323,53.4884,6.79668,-228.466
38.325,29.4155,-6.46875,440.482,53.034,6.58159,-228.562
38.3375,29.1225,-6.57094,440.64,52.5733,6.38027,-228.658
38.35,28.8266,-6.66426,440.798,52.1068,6.1929,-228.753
38.3625,28.5279,-6.74863,440.957,51.6349,6.01966,-228.849
38.375,28.2269,-6.82398,441.115,51.1579,5.86069,-228.945
38.3875,27.9237,-6.89024,441.273,50.6764,5.71615,-229.041
38.4,27.6187,-6.94734,441.432,50.1908,5.58617,-229.136
38.4125,27.3121,-6.99524,441.59,49.7015,5.47086,-229.232
38.425,27.0042,-7.03389,441.748,49.2089,5.37033,-229.328
38.4375,26.6953,-7.06326,441.907,48.7135,5.28467,-229.424
38.45,26.3856,-7.08332,442.065,48.2158,5.21395,-229.52
38.4625,26.0755,-7.09405,442.223,47.7161,5.15824,-229.615
38.475,25.7652,-7.09544,442.382,47.215,5.1176,-229.711
38.4875,25.455,-7.08749,442.54,46.713,5.09205,-229.807
38.5,25.1451,-7.07022,442.698,46.2103,5.08162,-229.903
38.5125,24.8359,-7.04362,442.857,45.7076,5.08632,-229.998
38.525,24.5277,-7.00774,443.015,45.2053,5.10615,-230.094
38.5375,24.2207,-6.96259,443.173,44.7038,5.14109,-230.19
38.55,23.9152,-6.90823,443.332,44.2035,5.1911,-230.286
38.5625,23.6114,-6.84469,443.49,43.705,5.25615,-230.382
38.575,23.3097,-6.77205,443.648,43.2087,5.33617,-230.477
38.5875,23.0104,-6.69035,443.807,42.715,5.43108,-230.573
38.6,22.7136,-6.59969,443.965,42.2244,5.54081,-230.669
38.6125,22.4197,-6.50014,444.123,41.7373,5.66526,-230.765
38.625,22.1289,-6.39178,444.282,41.2542,5.8043,-230.861
38.6375,21.8415,-6.27473,444.44,40.7755,5.95782,-230.956
38.65,21.5577,-6.14908,444.598,40.3016,6.12568,-231.052
38.6625,21.2779,-6.01495,444.757,39.833,6.30773,-231.148
38.675,21.0022,-5.87246,444.915,39.37,6.50379,-231.244
38.6875,20.731,-5.72173,445.073,38.9132,6.71369,-231.34
38.7,20.4644,-5.56291,445.232,38.4629,6.93725,-231.435
38.7125,20.2027,-5.39615,445.39,38.0196,7.17425,-231.531
38.725,19.9461,-5.22158,445.549,37.5835,7.4245,-231.627
38.7375,19.6949,-5.03937,445.707,37.1552,7.68774,-231.723
38.75,19.4493,-4.84968,445.865,36.7351,7.96376,-231.819
38.7625,19.2096,-4.65269,446.024,36.3234,8.2523,-231.914
38.775,18.9758,-4.44857,446.182,35.9206,8.5531,-232.01
38.7875,18.7483,-4.23751,446.34,35.527,8.86588,-232.106
38.8,18.5273,-4.0197,446.499,35.143,9.19036,-232.202
38.8125,18.3129,-3.79534,446.657,34.7689,9.52626,-232.298
38.825,18.1054,-3.56463,446.815,34.4051,9.87325,-232.394
38.8375,17.9049,-3.32778,446.974,34.052,10.231,-232.489
38.85,17.7116,-3.085,447.132,33.7097,10.5993,-232.585
38.8625,17.5257,-2.83651,447.291,33.3787,10.9777,-232.681
38.875,17.3474,-2.58255,447.449,33.0593,11.3659,-232.777
38.8875,17.1768,-2.32333,447.607,32.7516,11.7635,-232.873
38.9,17.0141,-2.05909,447.766,32.4561,12.1702,-232.968
38.9125,16.8594,-1.79008,447.924,32.1729,12.5856,-233.064
38.925,16.7129,-1.51654,448.082,31.9024,13.0093,-233.16
38.9375,16.5746,-1.23871,448.241,31.6447,13.441,-233.256
38.95,16.4448,-0.956845,448.399,31.4002,13.8802,-233.352
38.9625,16.3236,-0.671202,448.557,31.1689,14.3266,-233.448
38.975,16.211,-0.38204,448.716,30.9512,14.7798,-233.543
38.9875,16.1071,-0.0896193,448.874,30.7473,15.2393,-233.639
39,16.0121,0.205794,449.033,30.5573,15.7047,-233.735
39.0125,15.926,0.503933,449.191,30.3813,16.1757,-233.831
39.025,15.8489,0.804528,449.349,30.2196,16.6517,-233.927
39.0375,15.7809,1.10731,449.508,30.0723,17.1323,-234.023
39.05,15.7221,1.41199,449.666,29.9396,17.6172,-234.118
39.0625,15.6724,1.71831,449.825,29.8215,18.1059,-234.214
39.075,15.632,2.02599,449.983,29.7181,18.5979,-234.31
39.0875,15.6009,2.33474,450.141,29.6296,19.0928,-234.406
39.1,15.579,2.64429,450.3,29.5561,19.5901,-234.502
39.1125,15.5665,2.95435,450.458,29.4975,20.0894,-234.598
39.125,15.5634,3.26466,450.616,29.454,20.5903,-234.693
39.1375,15.5695,3.57491,450.775,29.4256,21.0922,-234.789
39.15,15.585,3.88484,450.933,29.4123,21.5947,-234.885
39.1625,15.6099,4.19417,451.092,29.4141,22.0975,-234.981
39.175,15.644,4.5026,451.25,29.4311,22.5999,-235.077
39.1875,15.6874,4.80987,451.408,29.4631,23.1016,-235.173
39.2,15.74,5.1157,451.567,29.5103,23.6021,-235.268
39.2125,15.8018,5.4198,451.725,29.5725,24.101,-235.364
39.225,15.8727,5.72191,451.884,29.6496,24.5978,-235.46
39.2375,15.9527,6.02174,452.042,29.7417,25.092,-235.556
39.25,16.0416,6.31903,452.2,29.8487,25.5833,-235.652
39.2625,16.1395,6.61351,452.359,29.9703,26.071,-235.748
39.275,16.2462,6.90492,452.517,30.1066,26.555,-235.844
39.2875,16.3616,7.19298,452.676,30.2574,27.0345,-235.939
39.3,16.4856,7.47743,452.834,30.4225,27.5094,-236.035
39.3125,16.6181,7.75803,452.992,30.6019,27.979,-236.131
39.325,16.759,8.03451,453.151,30.7953,28.4431,-236.227
39.3375,16.9082,8.30662,453.309,31.0026,28.9011,-236.323
39.35,17.0655,8.57412,453.468,31.2236,29.3526,-236.419
39.3625,17.2308,8.83677,453.626,31.458,29.7974,-236.515
39.375,17.4039,9.09433,453.784,31.7058,30.2348,-236.61
39.3875,17.5846,9.34656,453.943,31.9666,30.6646,-236.706
39.4,17.7729,9.59323,454.101,32.2402,31.0864,-236.802
39.4125,17.9685,9.83413,454.26,32.5264,31.4997,-236.898
39.425,18.1713,10.069,454.418,32.8248,31.9042,-236.994
39.4375,18.381,10.2977,454.577,33.1354,32.2996,-237.09
39.45,18.5976,10.52,454.735,33.4577,32.6854,-237.186
39.4625,18.8207,10.7357,454.893,33.7914,33.0614,-237.281
39.475,19.0502,10.9445,455.052,34.1363,33.4272,-237.377
39.4875,19.2859,11.1464,455.21,34.4921,33.7824,-237.473
39.5,19.5276,11.341,455.369,34.8584,34.1267,-237.569
39.5125,19.775,11.5283,455.527,35.2349,34.4599,-237.665
39.525,20.028,11.7081,455.685,35.6212,34.7816,-237.761
39.5375,20.2862,11.8802,455.844,36.017,35.0915,-237.857
39.55,20.5495,12.0444,456.002,36.422,35.3893,-237.953
39.5625,20.8176,12.2006,456.161,36.8358,35.6749,-238.048
39.575,21.0903,12.3487,456.319,37.258,35.9478,-238.144
39.5875,21.3673,12.4885,456.478,37.6882,36.208,-238.24
39.6,21.6485,12.62,456.636,38.126,36.455,-238.336
39.6125,21.9334,12.7429,456.794,38.5711,36.6888,-238.432
39.625,22.2219,12.8571,456.953,39.023,36.9091,-238.528
39.6375,22.5137,12.9627,457.111,39.4813,37.1157,-238.624
39.65,22.8086,13.0594,457.27,39.9457,37.3084,-238.72
39.6625,23.1062,13.1472,457.428,40.4156,37.487,-238.816
39.675,23.4064,13.226,457.587,40.8907,37.6514,-238.911
39.6875,23.7088,13.2957,457.745,41.3705,37.8014,-239.007
39.7,24.0131,13.3563,457.903,41.8546,37.937,-239.103
39.7125,24.3191,13.4077,458.062,42.3426,38.0579,-239.199
39.725,24.6266,13.4499,458.22,42.834,38.164,-239.295
39.7375,24.9351,13.4828,458.379,43.3284,38.2554,-239.391
39.75,25.2446,13.5064,458.537,43.8253,38.3318,-239.487
39.7625,25.5545,13.5206,458.696,44.3243,38.3932,-239.583
39.775,25.8648,13.5256,458.854,44.8249,38.4396,-239.679
39.7875,26.1751,13.5212,459.013,45.3266,38.4709,-239.774
39.8,26.4851,13.5075,459.171,45.8291,38.487,-239.87
39.8125,26.7946,13.4844,459.329,46.3318,38.4881,-239.966
39.825,27.1032,13.4521,459.488,46.8344,38.474,-240.062
39.8375,27.4107,13.4104,459.646,47.3362,38.4448,-240.158
39.85,27.7168,13.3596,459.805,47.837,38.4005,-240.254
39.8625,28.0213,13.2995,459.963,48.3363,38.3412,-240.35
39.875,28.3238,13.2303,460.122,48.8335,38.2669,-240.446
39.8875,28.6241,13.1521,460.28,49.3282,38.1776,-240.542
39.9,28.9219,13.0648,460.439,49.82,38.0735,-240.638
39.9125,29.2169,12.9686,460.597,50.3085,37.9546,-240.733
39.925,29.5089,12.8636,460.755,50.7932,37.8211,-240.829
39.9375,29.7976,12.7499,460.914,51.2737,37.6731,-240.925
39.95,30.0828,12.6275,461.072,51.7494,37.5107,-241.021
39.9625,30.3641,12.4965,461.231,52.2201,37.334,-241.117
39.975,30.6414,12.3572,461.389,52.6853,37.1432,-241.213
39.9875,30.9144,12.2096,461.548,53.1444,36.9386,-241.309
40,31.1828,12.0538,461.706,53.5973,36.7202,-241.405
40.0125,31.4463,11.8901,461.865,54.0433,36.4883,-241.501
40.025,31.7049,11.7185,462.023,54.4822,36.243,-241.597
40.0375,31.9581,11.5391,462.182,54.9135,35.9847,-241.693
40.05,32.2059,11.3523,462.34,55.3368,35.7135,-241.788
40.0625,32.4479,11.1581,462.498,55.7518,35.4297,-241.884
40.075,32.684,10.9566,462.657,56.158,35.1335,-241.98
40.0875,32.9138,10.7482,462.815,56.5551,34.8253,-242.076
40.1,33.1374,10.5329,462.974,56.9428,34.5052,-242.172
40.1125,33.3543,10.311,463.132,57.3207,34.1736,-242.268
40.125,33.5644,10.0827,463.291,57.6884,33.8308,-242.364
40.1375,33.7676,9.84817,463.449,58.0457,33.4771,-242.46
40.15,33.9637,9.60762,463.608,58.3921,33.1128,-242.556
40.1625,34.1524,9.36128,463.766,58.7274,32.7382,-242.652
40.175,34.3336,9.10937,463.925,59.0513,32.3537,-242.748
40.1875,34.5072,8.85212,464.083,59.3635,31.9596,-242.844
40.2,34.6729,8.58977,464.242,59.6637,31.5564,-242.94
40.2125,34.8307,8.32255,464.4,59.9516,31.1442,-243.036
40.225,34.9803,8.0507,464.559,60.2269,30.7236,-243.131
40.2375,35.1217,7.77447,464.717,60.4895,30.2949,-243.227
40.25,35.2547,7.49411,464.876,60.7391,29.8585,-243.323
40.2625,35.3792,7.20988,465.034,60.9754,29.4148,-243.419
40.275,35.4952,6.92203,465.192,61.1983,28.9641,-243.515
40.2875,35.6024,6.63082,465.351,61.4075,28.507,-243.611
40.3,35.7008,6.33651,465.509,61.6028,28.0438,-243.707
40.3125,35.7902,6.03938,465.668,61.7842,27.5749,-243.803
40.325,35.8707,5.73969,465.826,61.9513,27.1007,-243.899
40.3375,35.9422,5.43771,465.985,62.1041,26.6218,-243.995
40.35,36.0045,5.13372,466.143,62.2424,26.1384,-244.091
40.3625,36.0577,4.82799,466.302,62.3661,25.6511,-244.187
40.375,36.1016,4.5208,466.46,62.4751,25.1604,-244.283
40.3875,36.1363,4.21242,466.619,62.5692,24.6665,-244.379
40.4,36.1617,3.90315,466.777,62.6485,24.1701,-244.475
40.4125,36.1777,3.59324,466.936,62.7127,23.6715,-244.571
40.425,36.1844,3.283,467.094,62.762,23.1711,-244.666
40.4375,36.1818,2.9727,467.253,62.7962,22.6696,-244.762
40.45,36.1698,2.66261,467.411,62.8152,22.1672,-244.858
40.4625,36.1486,2.35302,467.57,62.8191,21.6645,-244.954
40.475,36.118,2.04422,467.728,62.8079,21.1619,-245.05
40.4875,36.0781,1.73648,467.887,62.7816,20.6598,-245.146
40.5,36.029,1.43007,468.045,62.7402,20.1588,-245.242
40.5125,35.9707,1.12528,468.204,62.6837,19.6592,-245.338
40.525,35.9032,0.822385,468.362,62.6123,19.1616,-245.434
40.5375,35.8267,0.521656,468.521,62.5258,18.6664,-245.53
40.55,35.7411,0.223367,468.679,62.4245,18.1739,-245.626
40.5625,35.6466,-0.072213,468.838,62.3085,17.6848,-245.722
40.575,35.5433,-0.364815,468.996,62.1777,17.1993,-245.818
40.5875,35.4312,-0.654175,469.155,62.0325,16.718,-245.914
40.6,35.3104,-0.94003,469.313,61.8728,16.2413,-246.01
40.6125,35.1811,-1.22212,469.472,61.6988,15.7697,-246.106
40.625,35.0434,-1.50019,469.63,61.5107,15.3034,-246.202
40.6375,34.8973,-1.774,469.789,61.3087,14.8431,-246.298
40.65,34.7431,-2.04328,469.947,61.0929,14.389,-246.394
40.6625,34.5809,-2.3078,470.106,60.8635,13.9417,-246.49
40.675,34.4107,-2.56732,470.264,60.6208,13.5014,-246.586
40.6875,34.2328,-2.8216,470.423,60.365,13.0686,-246.682
40.7,34.0474,-3.07041,470.581,60.0962,12.6438,-246.778
40.7125,33.8546,-3.31353,470.74,59.8148,12.2272,-246.874
40.725,33.6545,-3.55073,470.898,59.5209,11.8193,-246.97
40.7375,33.4474,-3.78181,471.057,59.215,11.4204,-247.065
40.75,33.2334,-4.00655,471.215,58.8971,11.0309,-247.161
40.7625,33.0127,-4.22475,471.374,58.5677,10.6511,-247.257
40.775,32.7856,-4.43621,471.532,58.227,10.2814,-247.353
40.7875,32.5522,-4.64074,471.691,57.8753,9.92213,-247.449
40.8,32.3128,-4.83815,471.849,57.513,9.57362,-247.545
40.8125,32.0675,-5.02827,472.008,57.1404,9.23616,-247.641
40.825,31.8167,-5.21092,472.166,56.7577,8.91007,-247.737
40.8375,31.5604,-5.38594,472.325,56.3655,8.59564,-247.833
40.85,31.299,-5.55317,472.484,55.9639,8.29316,-247.929
40.8625,31.0327,-5.71246,472.642,55.5534,8.0029,-248.025
40.875,30.7617,-5.86366,472.801,55.1344,7.72512,-248.121
40.8875,30.4863,-6.00664,472.959,54.7072,7.46008,-248.217
40.9,30.2067,-6.14127,473.118,54.2722,7.20802,-248.313
40.9125,29.9232,-6.26742,473.276,53.8299,6.96916,-248.409
40.925,29.636,-6.38498,473.435,53.3805,6.74372,-248.505
40.9375,29.3454,-6.49384,473.593,52.9246,6.5319,-248.601
40.95,29.0517,-6.59392,473.752,52.4625,6.3339,-248.697
40.9625,28.7551,-6.6851,473.91,51.9946,6.1499,-248.793
40.975,28.4558,-6.76732,474.069,51.5215,5.98006,-248.889
40.9875,28.1543,-6.8405,474.227,51.0434,5.82453,-248.985
41,27.8506,-6.90457,474.386,50.5608,5.68347,-249.081
41.0125,27.5452,-6.95947,474.544,50.0743,5.55698,-249.177
41.025,27.2383,-7.00516,474.703,49.5841,5.4452,-249.273
41.0375,26.9301,-7.04159,474.861,49.0908,5.34822,-249.369
41.05,26.621,-7.06873,475.02,48.5949,5.26612,-249.465
41.0625,26.3112,-7.08656,475.179,48.0966,5.19899,-249.561
41.075,26.001,-7.09505,475.337,47.5966,5.14688,-249.657
41.0875,25.6906,-7.0942,475.496,47.0952,5.10985,-249.753
41.1,25.3805,-7.08402,475.654,46.593,5.08791,-249.849
41.1125,25.0708,-7.06451,475.813,46.0903,5.08111,-249.945
41.125,24.7618,-7.03569,475.971,45.5876,5.08943,-250.041
41.1375,24.4538,-6.99758,476.13,45.0854,5.11287,-250.137
41.15,24.1472,-6.95022,476.288,44.5842,5.15142,-250.233
41.1625,23.842,-6.89366,476.447,44.0843,5.20503,-250.329
41.175,23.5388,-6.82793,476.605,43.5863,5.27367,-250.425
41.1875,23.2376,-6.75311,476.764,43.0906,5.35725,-250.521
41.2,22.9388,-6.66927,476.922,42.5976,5.45572,-250.617
41.2125,22.6427,-6.57647,477.081,42.1078,5.56898,-250.713
41.225,22.3495,-6.4748,477.24,41.6216,5.69693,-250.809
41.2375,22.0595,-6.36435,477.398,41.1395,5.83945,-250.905
41.25,21.773,-6.24523,477.557,40.6619,5.99641,-251.001
41.2625,21.4901,-6.11753,477.715,40.1892,6.16768,-251.097
41.275,21.2113,-5.98139,477.874,39.7219,6.35309,-251.193
41.2875,20.9367,-5.83691,478.032,39.2604,6.55248,-251.289
41.3,20.6665,-5.68424,478.191,38.8051,6.76567,-251.385
41.3125,20.401,-5.5235,478.349,38.3564,6.99246,-251.481
41.325,20.1406,-5.35485,478.508,37.9148,7.23266,-251.577
41.3375,19.8853,-5.17843,478.667,37.4806,7.48603,-251.673
41.35,19.6354,-4.99442,478.825,37.0542,7.75235,-251.769
41.3625,19.3912,-4.80297,478.984,36.636,8.03139,-251.865
41.375,19.1528,-4.60425,479.142,36.2264,8.32288,-251.961
41.3875,18.9206,-4.39845,479.301,35.8258,8.62657,-252.057
41.4,18.6946,-4.18576,479.459,35.4344,8.94218,-252.153
41.4125,18.4751,-3.96636,479.618,35.0528,9.26942,-252.249
41.425,18.2624,-3.74046,479.776,34.6812,9.608,-252.345
41.4375,18.0565,-3.50826,479.935,34.3199,9.95761,-252.441
41.45,17.8577,-3.26996,480.094,33.9693,10.3179,-252.538
41.4625,17.6662,-3.0258,480.252,33.6297,10.6886,-252.634
41.475,17.4821,-2.77598,480.411,33.3015,11.0694,-252.73
41.4875,17.3056,-2.52073,480.569,32.9848,11.4599,-252.826
41.5,17.1369,-2.26029,480.728,32.68,11.8597,-252.922
41.5125,16.9761,-1.99489,480.886,32.3874,12.2685,-253.018
41.525,16.8234,-1.72477,481.045,32.1073,12.6859,-253.114
41.5375,16.6788,-1.45018,481.204,31.8398,13.1116,-253.21
41.55,16.5426,-1.17136,481.362,31.5852,13.5451,-253.306
41.5625,16.4148,-0.888566,481.521,31.3438,13.9861,-253.402
41.575,16.2956,-0.602056,481.679,31.1158,14.4342,-253.498
41.5875,16.1851,-0.312089,481.838,30.9014,14.8889,-253.594
41.6,16.0833,-0.0189273,481.996,30.7008,15.3498,-253.69
41.6125,15.9904,0.277164,482.155,30.5141,15.8166,-253.786
41.625,15.9065,0.575916,482.314,30.3416,16.2888,-253.882
41.6375,15.8316,0.877059,482.472,30.1833,16.766,-253.978
41.65,15.7658,1.18032,482.631,30.0395,17.2477,-254.074
41.6625,15.7091,1.48542,482.789,29.9102,17.7335,-254.17
41.675,15.6617,1.79209,482.948,29.7956,18.223,-254.266
41.6875,15.6235,2.10005,483.106,29.6958,18.7158,-254.362
41.7,15.5946,2.40902,483.265,29.6109,19.2113,-254.458
41.7125,15.575,2.71872,483.424,29.5409,19.7091,-254.554
41.725,15.5647,3.02887,483.582,29.4859,20.2088,-254.65
41.7375,15.5638,3.33918,483.741,29.446,20.71,-254.746
41.75,15.5722,3.64939,483.899,29.4212,21.2121,-254.842
41.7625,15.5899,3.9592,484.058,29.4116,21.7147,-254.938
41.775,15.617,4.26834,484.217,29.417,22.2174,-255.035
41.7875,15.6533,4.57652,484.375,29.4376,22.7198,-255.131
41.8,15.6989,4.88347,484.534,29.4733,23.2212,-255.227
41.8125,15.7537,5.18891,484.692,29.524,23.7214,-255.323
41.825,15.8177,5.49256,484.851,29.5898,24.2198,-255.419
41.8375,15.8908,5.79414,485.009,29.6705,24.716,-255.515
41.85,15.973,6.09339,485.168,29.7662,25.2096,-255.611
41.8625,16.0641,6.39004,485.327,29.8766,25.7,-255.707
41.875,16.1641,6.6838,485.485,30.0018,26.1869,-255.803
41.8875,16.2728,6.97443,485.644,30.1416,26.6698,-255.899
41.9,16.3903,7.26165,485.802,30.2958,27.1483,-255.995
41.9125,16.5164,7.5452,485.961,30.4644,27.6219,-256.091
41.925,16.6509,7.82484,486.12,30.6471,28.0903,-256.187
41.9375,16.7938,8.10029,486.278,30.8438,28.5529,-256.283
41.95,16.945,8.37133,486.437,31.0544,29.0094,-256.379
41.9625,17.1042,8.63769,486.595,31.2786,29.4594,-256.475
41.975,17.2713,8.89914,486.754,31.5163,29.9024,-256.571
41.9875,17.4463,9.15544,486.913,31.7672,30.3381,-256.668
