t,x,y,z,vx,vy,vz
0.85625,37.0443,8.53524,16.5876,26.0193,-14.5364,-7.7624
0.859375,37.1256,8.48982,16.5633,25.9378,-14.7258,-7.7873
0.8625,37.2067,8.4438,16.539,25.855,-14.9146,-7.81216
0.865625,37.2875,8.39719,16.5146,25.7708,-15.1029,-7.83699
0.86875,37.368,8.34999,16.4901,25.6852,-15.2905,-7.86178
0.871875,37.4483,8.30221,16.4655,25.5983,-15.4775,-7.88653
0.875,37.5283,8.25384,16.4409,25.5101,-15.6639,-7.91124
0.878125,37.608,8.20489,16.4162,25.4205,-15.8497,-7.93592
0.88125,37.6874,8.15536,16.3914,25.3295,-16.0349,-7.96056
0.884375,37.7666,8.10525,16.3665,25.2373,-16.2194,-7.98517
0.8875,37.8455,8.05457,16.3415,25.1437,-16.4032,-8.00974
0.890625,37.924,8.00331,16.3165,25.0488,-16.5864,-8.03426
0.89375,38.0023,7.95147,16.2914,24.9525,-16.7689,-8.05876
0.896875,38.0803,7.89907,16.2662,24.855,-16.9507,-8.08321
0.9,38.158,7.8461,16.241,24.7561,-17.1318,-8.10762
0.903125,38.2353,7.79256,16.2156,24.6559,-17.3122,-8.132
0.90625,38.3124,7.73846,16.1902,24.5545,-17.4919,-8.15634
0.909375,38.3891,7.6838,16.1647,24.4517,-17.6709,-8.18064
0.9125,38.4655,7.62858,16.1392,24.3477,-17.8492,-8.2049
0.915625,38.5416,7.5728,16.1135,24.2423,-18.0267,-8.22913
0.91875,38.6174,7.51647,16.0878,24.1357,-18.2034,-8.25331
0.921875,38.6928,7.45958,16.062,24.0278,-18.3794,-8.27746
0.925,38.7679,7.40215,16.0361,23.9187,-18.5547,-8.30157
0.928125,38.8426,7.34416,16.0102,23.8083,-18.7291,-8.32563
0.93125,38.917,7.28563,15.9842,23.6966,-18.9028,-8.34966
0.934375,38.9911,7.22656,15.9581,23.5837,-19.0757,-8.37365
0.9375,39.0648,7.16695,15.9319,23.4695,-19.2477,-8.3976
0.940625,39.1381,7.1068,15.9057,23.3541,-19.419,-8.42152
0.94375,39.2111,7.04612,15.8794,23.2374,-19.5894,-8.44539
0.946875,39.2837,6.9849,15.853,23.1196,-19.759,-8.46922
0.95,39.3559,6.92315,15.8265,23.0005,-19.9278,-8.49301
0.953125,39.4278,6.86088,15.8,22.8802,-20.0957,-8.51676
0.95625,39.4993,6.79808,15.7734,22.7586,-20.2627,-8.54048
0.959375,39.5704,6.73476,15.7467,22.6359,-20.4289,-8.56415
0.9625,39.6412,6.67092,15.7199,22.512,-20.5942,-8.58778
0.965625,39.7115,6.60656,15.6931,22.3869,-20.7586,-8.61137
0.96875,39.7815,6.54169,15.6662,22.2606,-20.9222,-8.63492
0.971875,39.8511,6.47631,15.6392,22.1331,-21.0848,-8.65843
0.975,39.9202,6.41042,15.6121,22.0045,-21.2465,-8.6819
0.978125,39.989,6.34403,15.585,21.8747,-21.4073,-8.70533
0.98125,40.0573,6.27713,15.5578,21.7437,-21.5672,-8.72872
0.984375,40.1253,6.20973,15.5305,21.6116,-21.7261,-8.75207
0.9875,40.1928,6.14184,15.5031,21.4783,-21.8841,-8.77538
0.990625,40.26,6.07345,15.4757,21.3439,-22.0412,-8.79864
0.99375,40.3267,6.00457,15.4482,21.2084,-22.1973,-8.82186
0.996875,40.3929,5.9352,15.4207,21.0717,-22.3524,-8.84505
1,40.4588,5.86535,15.393,20.934,-22.5065,-8.86819
1.00313,40.5242,5.79502,15.3653,20.7951,-22.6597,-8.89129
1.00625,40.5892,5.72421,15.3375,20.6551,-22.8118,-8.91434
1.00938,40.6537,5.65292,15.3097,20.514,-22.963,-8.93736
1.0125,40.7178,5.58116,15.2817,20.3718,-23.1132,-8.96033
